Blog_ID,Blogger_Name,Blog_Title,Destination,Days_to_Plan,Blog_Post_Date,Average_Blog_Rating,Trip_Cost_Saved($),Readers_Count,Helpfulness_Score,Blog_Length(Words),Transportation_Mode,Average_Trip_Duration(Days),Traveler_Age_Group,Blog_Category,Likes_Count,Comments_Count,Average_Time_Spent_Reading(Minutes),Country,Traveler_Economy_Status($),Video_Blogging,User_Planned_Trip
10852,Sierra Adams,Although maintain fear different view.,South William,10,2023-11-20,5,169.36,4740,5.53,1366,Bicycle,11,60+,Family,620,225,10,Iceland,886533.92,No,Yes
10853,Gloria Johnson,Garden name fact.,Smithhaven,12,2022-03-04,1.17,477.82,1317,3.01,1450,Bicycle,9,60+,Romantic,1440,248,23,Turkmenistan,276471.24,Yes,No
10854,Stephanie Newman,Tough bill and enough current during.,Port Christianland,2,2020-04-12,3.9,333.34,2467,8.31,1198,Bicycle,6,18-25,Budget,643,277,3,Guernsey,487880.77,No,Yes
10855,Jerome Gray,Away firm feel join daughter.,North Nicoletown,3,2023-02-20,1.26,445.82,2217,7.72,2518,Car,13,26-35,Luxury,14,47,20,Philippines,885028.53,No,Yes
10856,Candice Lee,Style professional work.,Craigmouth,18,2023-10-08,3.25,88.39,246,1.16,1067,Flight,8,26-35,Cultural,161,185,23,Israel,633433.34,Yes,Yes
10857,Steven Brown,Single party attention officer.,East Michael,14,2022-01-27,3.31,246.26,4240,1.65,2169,Bicycle,13,36-45,Solo,1053,415,9,Oman,800238.11,Yes,No
10858,Catherine Buckley,Will him seat.,East Walter,5,2024-07-14,1.77,84.17,4706,4.19,2304,Bus,8,18-25,Solo,166,432,19,Heard Island and McDonald Islands,24680.1,Yes,Yes
10859,Shawna Hansen,Value north couple term plan determine discover.,South Davidburgh,6,2024-07-13,3.79,436.07,993,5.03,1806,Bus,9,46-60,Luxury,189,80,13,Norfolk Island,252947.22,Yes,Yes
10860,Elizabeth Green,Herself traditional doctor serious whole.,West Donaldside,16,2023-05-10,1.59,408.47,336,7.82,1840,Train,13,46-60,Luxury,1580,201,7,Martinique,957695.88,Yes,Yes
10861,Bridget Matthews,Force soon break case.,Navarrostad,5,2023-10-17,1.26,72.12,946,4.82,906,Train,9,46-60,Cultural,477,1,26,Switzerland,839945.69,Yes,Yes
10862,Jennifer Hayes,Would Mrs role bed.,Robinsonmouth,13,2022-02-09,3.32,65.23,1559,3.36,1786,Flight,4,18-25,Luxury,1532,424,25,Spain,994087.63,Yes,Yes
10863,Susan Holland MD,City impact daughter.,Antoniobury,12,2022-05-09,3.77,76.25,903,9.49,747,Bus,3,60+,Cultural,1813,55,7,Sao Tome and Principe,478309.89,No,Yes
10864,Kevin Callahan,Than question subject right would yourself.,East Aaronview,12,2023-02-08,4.29,349.15,276,3.42,1972,Train,11,60+,Budget,1337,36,18,Malaysia,15852.96,Yes,Yes
10865,Janet Lawrence,Food picture various.,Dawnstad,13,2020-05-22,1.22,210.63,3077,5.8,2644,Train,8,18-25,Luxury,859,337,23,South Georgia and the South Sandwich Islands,596308.91,Yes,Yes
10866,Jonathan Bryant,Effort later white.,South Anna,1,2021-10-25,4.73,303.77,3274,9.74,1917,Car,9,26-35,Budget,103,68,5,Nepal,222165.48,No,No
10867,Michael Griffin,Room guess traditional know perform.,New Sheri,17,2020-06-16,1.44,463.08,3686,3.02,789,Bus,5,46-60,Cultural,1606,134,25,Syrian Arab Republic,7157.52,Yes,Yes
10868,Catherine Chung,Often sound glass least office event scene.,South James,6,2024-07-30,3.56,249.73,4361,7.36,882,Bus,6,26-35,Cultural,128,193,26,Panama,17054.28,Yes,No
10869,Phillip Porter,Information will whatever exactly direction feel.,Christopherview,18,2021-06-28,4.07,337.75,1727,7.58,590,Flight,4,26-35,Solo,428,341,12,Peru,454742.75,No,No
10870,Lisa Burke,Player wonder blood help though.,Lake Joel,15,2020-12-06,2.21,297.18,4971,3.68,852,Train,13,18-25,Cultural,1273,255,8,Portugal,91574.54,No,Yes
10871,Aaron Carter,With relationship role prevent.,East Stephen,10,2023-02-12,1.72,220.7,3227,7.1,2252,Bicycle,9,18-25,Family,48,101,17,Armenia,381172.18,Yes,Yes
10872,Andrew Allen,Record black eat thousand generation professor Republican.,New Brittany,11,2022-03-20,1.84,258.92,535,9.12,2047,Bicycle,7,46-60,Budget,1849,59,25,Lao People's Democratic Republic,585674.55,Yes,Yes
10873,Danny Brown,Year assume discover ten.,East Vincentville,1,2022-05-12,2.5,454.75,2996,1.46,1121,Flight,13,36-45,Adventure,1561,365,13,Croatia,905292.56,Yes,Yes
10874,Kayla Burgess,Need cold result option road two.,New Linda,12,2024-08-06,3.6,380.42,4390,7.2,2267,Train,10,60+,Budget,888,372,2,Nicaragua,890993.43,No,Yes
10875,Dennis Dean,Whose real indeed police.,Trevorhaven,13,2022-08-25,3.72,414.34,1763,4.03,1220,Train,13,60+,Family,451,345,21,Uzbekistan,671001.29,No,Yes
10876,Kelly Anderson,Action pressure add my country.,Mooreville,11,2021-12-20,4.04,76.67,2080,3.91,2126,Car,5,36-45,Solo,123,352,18,Swaziland,443570.73,Yes,Yes
10877,Jacob Brown,Rest evidence accept though agree shake reflect.,Matthewport,16,2022-02-21,3.92,137.09,1911,4.75,2032,Car,9,36-45,Family,609,99,12,Grenada,345713.71,Yes,Yes
10878,Aaron Gonzalez,Chair something reveal audience case thought.,East Johnville,4,2023-02-27,1.31,301.61,2642,8.27,802,Bicycle,5,18-25,Romantic,1617,236,17,Georgia,158630.4,Yes,Yes
10879,Joseph Maldonado,Step church prevent car color case.,New Debraton,8,2024-09-16,4.7,395.72,1908,6.28,352,Bus,3,36-45,Romantic,286,367,24,French Southern Territories,381486.19,No,Yes
10880,Jeffrey Shaw,High candidate major.,Karashire,3,2021-08-19,4.21,324.83,134,8.79,1702,Car,7,36-45,Budget,1368,251,15,Maldives,545911.8,Yes,Yes
10881,Tami Ritter,Rate sell eight green seat national avoid.,Leeville,7,2023-07-04,3.84,128.38,1933,7.09,2664,Bicycle,12,26-35,Budget,1069,232,20,Indonesia,704204.92,Yes,Yes
10882,Dr. Robert Taylor MD,Happy radio age throw.,Hallstad,7,2024-02-23,3.43,109.18,2880,4.01,420,Car,14,46-60,Solo,1446,377,17,Bulgaria,334937.51,No,Yes
10883,Lydia Horton,Financial yard choice follow where ground prevent especially.,New Elizabethborough,4,2024-06-16,3.96,116.23,1986,9.61,1018,Flight,7,46-60,Adventure,1550,439,18,Lesotho,307712.8,Yes,No
10884,Michael Perez,Why fact political once.,Port Antoniochester,10,2024-02-12,4.94,230.66,4268,5.56,2654,Flight,10,60+,Solo,515,97,15,Portugal,285038.43,No,No
10885,Jennifer Pugh,Year necessary set able treatment.,Stanleybury,9,2024-03-16,3.69,272.21,1606,7.74,2086,Bicycle,10,46-60,Cultural,417,195,9,French Southern Territories,354005.14,No,Yes
10886,Joanne Carr,Activity partner pay take someone gas throughout face.,South Wesleyborough,3,2021-11-04,2.7,88.24,4339,2.74,2477,Bicycle,9,26-35,Luxury,91,53,22,Latvia,952275.24,Yes,No
10887,Jeffrey Holt,Paper spring significant find issue million ready.,Darrylview,15,2021-05-03,1.61,421.34,4409,7.58,1267,Flight,11,36-45,Budget,1774,440,22,Madagascar,29426.97,No,No
10888,Rebecca Lee,Because range financial too.,West Daleton,11,2020-01-06,2.96,302.84,2429,2.36,1907,Bicycle,5,18-25,Solo,1603,481,19,Bolivia,279209.69,Yes,Yes
10889,Mary Norton,Order nation book decide majority.,Port Jenniferfurt,9,2020-02-19,3.8,354.98,346,5.03,1814,Flight,11,46-60,Adventure,1922,15,16,Turkmenistan,450815.96,Yes,No
10890,Jessica Morris,Quality over buy body away.,Lake Jennifer,15,2020-07-07,2.05,56.37,1916,1.08,1394,Train,10,26-35,Cultural,601,171,14,Kazakhstan,47808.87,No,No
10891,Evan Wright,Popular generation among as friend feel.,East Justinville,8,2024-08-22,4.25,366.89,4092,8.06,750,Bus,9,18-25,Luxury,298,237,17,Afghanistan,840900.79,Yes,Yes
10892,Angela Burns,Adult throw break possible garden.,Butlerberg,2,2022-10-02,4.12,465.46,4288,4.79,2577,Train,9,60+,Budget,1002,148,13,Comoros,787458.54,No,Yes
10893,Tracy Martin,View use learn safe cost see also.,Rodrigueztown,17,2023-09-30,1.71,302.17,2110,5.58,1983,Bus,3,26-35,Luxury,1690,135,27,Samoa,922942.31,Yes,No
10894,Ronnie Weiss,Than whatever data black according none.,North Kathryn,14,2021-05-13,3.89,351.37,1509,9.53,2542,Flight,11,60+,Luxury,763,74,8,Grenada,829878.17,No,Yes
10895,Jamie Mcgrath,Carry pick account.,Mclaughlinberg,17,2023-07-04,4.02,286.18,3766,4.2,619,Flight,8,26-35,Family,441,33,10,Sao Tome and Principe,585685,No,Yes
10896,Michelle Hodge,Human majority skin painting.,South Brianport,12,2023-09-13,2.94,428.72,599,9.87,2741,Train,13,26-35,Solo,473,258,27,Taiwan,626907.44,Yes,Yes
10897,Shane Freeman,Space drop read rise help word main.,Kellyshire,16,2022-11-25,1.39,289.11,4273,3.2,574,Flight,14,36-45,Adventure,1698,472,17,Singapore,935688.8,No,Yes
10898,Mary Stevens,Thing create moment hot moment.,Pricetown,9,2024-03-29,4.2,227.54,2935,6.06,2335,Bus,7,26-35,Romantic,532,101,26,Greece,733048.31,Yes,Yes
10899,Hannah Martinez,Friend guess language look personal.,Mariahton,3,2024-05-14,1.43,313.88,3362,8.74,914,Bicycle,8,46-60,Budget,1018,305,18,Indonesia,871037.17,No,Yes
10900,Gabriel Olson,Minute size not really television tell politics who.,Lake Josephchester,18,2020-01-20,1.13,495.06,4225,6.69,1812,Bicycle,9,46-60,Cultural,417,387,21,Egypt,770539.43,No,No
10901,Heidi Randall,Crime trouble off support wait conference.,Brandonbury,16,2022-03-31,2.25,441.6,1776,9.42,839,Bicycle,11,36-45,Adventure,1748,417,29,Greenland,659289.27,Yes,Yes
10902,Christopher Colon,More civil plan without board us value throughout.,Ryanhaven,13,2021-06-13,1.01,154.02,1645,5.59,2033,Car,5,60+,Romantic,324,231,4,Iraq,730392.25,Yes,No
10903,Andrew Schultz,Rest involve production condition industry budget by rate.,North Stephanieport,13,2020-07-31,3.82,461.38,1730,7.32,2740,Train,3,36-45,Family,435,302,16,Russian Federation,993491.26,No,Yes
10904,Jessica Holland,Edge although us word instead great majority.,Lucasville,6,2023-09-07,3.94,160.42,3072,1.64,2694,Bicycle,10,46-60,Romantic,1180,121,15,Sudan,901638.21,No,Yes
10905,Christopher Smith,Address tell later economy many.,East Markburgh,4,2021-03-16,3.88,144.53,2913,9.14,1686,Train,9,18-25,Adventure,1194,240,29,Denmark,534110.62,Yes,Yes
10906,Ariana Juarez,Car sport somebody bring with point face.,Johnsonhaven,4,2020-05-14,4.93,424.09,312,3.08,1625,Bicycle,7,36-45,Romantic,69,114,19,Congo,49901.32,No,No
10907,Mary Holmes,Not exactly always concern.,Lake Gabriela,5,2024-03-23,3.68,392.81,1301,9.28,2491,Car,5,46-60,Solo,573,143,29,Central African Republic,864011.36,Yes,Yes
10908,Michael Roberts,Report party nearly society difference house.,Aaronbury,1,2022-12-01,3.36,83.22,2768,7.68,1978,Bus,7,60+,Romantic,1428,324,16,Belarus,390840.41,No,Yes
10909,Brady Trujillo,Provide animal piece realize.,Lake Jamesburgh,4,2022-05-28,4.58,429.61,3012,5.37,2119,Train,11,36-45,Budget,89,472,2,British Indian Ocean Territory (Chagos Archipelago),455613.51,Yes,Yes
10910,George Glass,Easy special leader son blood million.,Williamston,15,2024-07-09,2.03,225.97,4286,5.73,493,Car,8,18-25,Romantic,1457,407,28,Liechtenstein,384706.88,Yes,Yes
10911,Travis Lambert,Me education field student.,North Colton,4,2022-06-05,1.56,478.47,4559,3.22,936,Flight,12,46-60,Cultural,494,493,8,Serbia,89806.64,Yes,Yes
10912,Michelle Brown,Nature federal per concern.,Natalieberg,11,2023-01-22,4.05,290.26,690,6.32,655,Bicycle,6,26-35,Adventure,191,313,23,Isle of Man,111292.49,Yes,Yes
10913,Debra Bowers,Moment choose affect work floor.,New Aaronhaven,5,2021-05-03,4.75,66.07,3974,3.58,1436,Car,7,18-25,Romantic,1523,408,26,China,738746.88,No,Yes
10914,Ronald Kelly,Too same true impact marriage baby million.,North Mariabury,10,2024-08-09,4.33,484.81,4257,2.37,2086,Bicycle,8,26-35,Romantic,1552,341,24,Paraguay,502888.77,Yes,Yes
10915,Michelle Alvarez,Growth goal his.,Juliaport,1,2020-04-20,2.11,247.94,451,6.1,989,Car,14,60+,Adventure,1439,3,23,Spain,846850.76,No,Yes
10916,Joseph Marsh,Watch time hospital.,South John,9,2022-07-04,2.24,483.59,4314,7.5,2757,Flight,3,60+,Cultural,1763,424,17,Guinea-Bissau,119518.02,No,No
10917,Heather Burns,Him other positive statement ball detail candidate.,Stevenhaven,2,2020-09-22,2.31,242.37,285,4.32,2668,Bicycle,3,36-45,Budget,1175,288,21,French Polynesia,278187.34,Yes,No
10918,Nancy Hanson,Family institution others modern series.,Lake Michaelberg,11,2024-06-19,4.69,404.09,4898,7.75,2493,Flight,9,18-25,Solo,1888,78,14,Aruba,513128.77,No,Yes
10919,Jill Carson,Movement front technology sport off military ten.,Collinsshire,10,2020-02-18,2.94,86.39,4225,7.03,2445,Bus,14,46-60,Budget,183,243,28,Uganda,207473.46,Yes,Yes
10920,Brent Young,Investment simple central energy rich religious show population.,New Judy,14,2022-04-10,1.42,188.8,2105,8.27,2225,Train,8,60+,Cultural,1693,385,22,Luxembourg,853572.64,No,Yes
10921,Michael Ferguson MD,Among goal first above.,East Ashley,3,2022-07-24,4.29,146.3,3017,9.74,733,Flight,3,18-25,Cultural,259,223,28,Montserrat,884920.18,Yes,No
10922,Bruce Cervantes,Although just fall this never foreign ahead safe.,Harrisview,10,2023-10-03,2.33,168.73,4846,2.27,796,Flight,5,60+,Luxury,869,167,22,Tokelau,38388.75,No,Yes
10923,Elizabeth Nelson,With buy always save.,New Deanburgh,8,2020-05-20,1.23,273.49,2830,4.36,1282,Train,4,36-45,Family,1576,68,16,French Guiana,421232.73,Yes,Yes
10924,Stephen Lamb,Enjoy civil black law management goal.,West Ronaldshire,12,2021-06-30,3.92,247.93,4402,2.25,1168,Train,4,46-60,Solo,850,88,26,Greenland,234073.36,No,Yes
10925,Mary Brooks,Shake note response on.,Johnsonmouth,13,2023-04-30,3.07,157.74,496,5.35,856,Bicycle,3,18-25,Solo,1288,150,5,Rwanda,433034.38,Yes,Yes
10926,Michael Thompson,Commercial system book close create political condition difficult.,East Garrett,11,2020-04-01,2.1,167.71,2772,3.59,1270,Flight,7,60+,Adventure,1361,366,5,India,545019.61,No,No
10927,Abigail Dominguez,Laugh likely check benefit size economic.,Sabrinafurt,13,2023-06-14,3.58,444.36,3341,7.14,1858,Bicycle,12,46-60,Luxury,496,426,5,Guinea,283214.46,No,Yes
10928,Lance Pineda,Support different begin.,Lake Veronicahaven,20,2022-05-19,1.49,180.85,722,5.73,734,Train,9,46-60,Family,182,485,2,Guam,538856.99,Yes,Yes
10929,Richard Vasquez DDS,Year protect new.,West Mary,18,2021-10-18,2.64,261.69,3826,9.42,449,Flight,7,60+,Cultural,1019,104,15,Anguilla,765407.29,No,Yes
10930,Nicole Yu,Central laugh billion significant tax.,Lake Jared,16,2020-01-08,3.55,309.02,4915,4.99,2523,Bicycle,8,26-35,Cultural,280,41,21,Guernsey,337726.95,Yes,Yes
10931,James Mills,Money middle population billion level.,Sierramouth,2,2023-11-11,2.56,493.61,3242,7.05,1645,Train,5,26-35,Solo,83,359,9,Antarctica (the territory South of 60 deg S),134246.93,Yes,Yes
10932,Jennifer Barnes,Room page wrong scientist apply law.,East Susanmouth,15,2020-11-09,4.9,364.84,282,6.84,2837,Train,12,60+,Solo,436,225,19,Bangladesh,553883.36,Yes,Yes
10933,Laura Cook,Study myself among pass national research.,Dayport,12,2024-03-08,3.49,380.65,278,7,341,Train,13,36-45,Romantic,1631,106,28,Congo,757929.1,No,Yes
10934,Jeremy Warner,State pattern moment not past.,South Victorview,17,2024-05-08,1.09,126.1,1390,8.79,1444,Flight,11,18-25,Luxury,737,349,8,Costa Rica,719840.58,No,Yes
10935,Daniel Jordan,Position who resource minute than very.,Port Brett,18,2022-08-10,1.91,460.64,1528,3.13,844,Car,5,60+,Luxury,757,382,26,Turkey,399833.5,No,Yes
10936,Seth King,Control per too civil increase condition visit truth.,East Maria,9,2021-05-23,4.25,301.07,4818,5.22,703,Train,9,26-35,Adventure,68,213,11,Macao,951851.76,Yes,Yes
10937,Jeremy Jones,System around push pretty answer fund run.,Patrickshire,20,2024-03-25,2.58,181.68,3783,4.48,1721,Flight,4,26-35,Luxury,721,267,6,Jamaica,795823.03,No,Yes
10938,Amanda Hanson,Physical organization lot mouth who nothing newspaper popular.,East Sara,16,2020-11-15,3.87,54.16,3053,6.1,2775,Car,12,18-25,Romantic,1665,43,3,Isle of Man,55887.44,Yes,Yes
10939,Teresa Cooke,Practice news through film.,Bowersville,12,2021-02-12,4.76,370.91,1446,5.67,741,Bus,4,26-35,Family,967,321,18,North Macedonia,291014.14,No,No
10940,Kimberly Medina,Shoulder painting service physical.,Bakerfurt,13,2024-01-18,2.12,317.64,2701,1.35,452,Flight,10,26-35,Budget,1200,105,29,Liechtenstein,431896.07,No,Yes
10941,Brittany Lozano,Now stop have successful under mind.,West Brian,19,2023-08-07,1.28,379.29,455,8.73,1652,Car,10,26-35,Romantic,1936,302,25,China,525130.48,Yes,No
10942,Jose Sanchez,Brother sound word memory hope across long.,West Josephview,7,2023-09-10,1.16,429.38,2072,2.71,1732,Car,8,26-35,Family,67,275,8,Western Sahara,410973.82,No,Yes
10943,Matthew Fitzpatrick,Important program condition east.,North Nicole,18,2020-08-05,3.57,467.76,3569,5.04,2617,Bus,9,46-60,Romantic,1528,55,23,Cook Islands,479491.61,Yes,Yes
10944,Joseph Washington,Beat federal news foot.,Hawkinsmouth,19,2021-11-02,2.99,170.94,1630,6.86,2065,Car,13,26-35,Romantic,403,483,18,Togo,448961.25,Yes,Yes
10945,Kevin Black,Hope wear order.,North Steven,6,2021-08-28,2.55,494.31,2107,1.57,864,Train,6,46-60,Solo,853,153,6,United Arab Emirates,879122.85,No,Yes
10946,Emily Johnson,Near American son rock father argue.,Jonathanmouth,3,2023-06-05,1.77,166.82,4712,6.16,986,Bicycle,14,46-60,Budget,540,92,6,Ghana,865671.91,Yes,No
10947,Vickie Miller,Would certainly drop inside practice.,Port Robertside,16,2022-01-04,4.92,370.42,1591,3.12,2946,Car,13,26-35,Cultural,45,143,21,Tajikistan,741821.55,No,Yes
10948,Kimberly Sanchez,Protect instead century without instead game.,Lake Ericton,12,2022-08-13,2.57,302.5,2180,2.07,1981,Car,6,46-60,Adventure,1301,281,2,Israel,690491.45,Yes,No
10949,Joseph Carlson,All impact specific coach old public magazine hour.,North Cindyside,16,2021-03-19,3.58,187.3,4553,4.39,1537,Flight,8,26-35,Cultural,1656,275,8,Bahrain,216063.37,Yes,No
10950,Caitlin Herrera,Him stuff month hold class.,Hamptonside,18,2022-07-16,3.11,418.52,4123,1.43,643,Train,14,60+,Solo,89,172,15,United States Virgin Islands,724695.63,Yes,No
10951,James Stout,Story experience answer simple center he.,East Edward,10,2021-12-10,2.72,350.9,2989,9.33,2364,Bus,4,26-35,Family,1855,69,29,New Caledonia,633446.59,Yes,Yes
10952,Rachel Spencer,Find article sister for.,Lake Johnbury,13,2024-05-07,4.84,303.22,743,8.55,2847,Bicycle,6,26-35,Budget,1902,388,10,Antigua and Barbuda,272768.38,Yes,No
10953,Charles Mclean,Great strong agree various whether.,Sarahaven,3,2022-03-07,3.49,63.93,3584,2.99,1277,Train,9,18-25,Adventure,1635,55,2,Saint Pierre and Miquelon,770079,Yes,Yes
10954,Brian Nelson,Coach film war act husband.,West Christopher,6,2024-08-18,3.1,458.29,4274,7.12,1955,Flight,10,26-35,Solo,249,487,17,Angola,441694.33,No,Yes
10955,Ashley Thompson,Item significant form remember.,Davidchester,8,2023-12-18,2.66,349.01,3050,1.62,1881,Flight,9,36-45,Cultural,1983,355,9,Sri Lanka,137167.24,No,Yes
10956,Christopher Fuentes,Decision reach effort chair focus set foreign thing.,Maxwellburgh,20,2022-04-17,3.9,349.59,2954,7.03,2744,Train,6,18-25,Family,778,364,3,China,749993.82,Yes,Yes
10957,Dr. Kathleen Howard,Himself police nation past population go expect.,North Kellyshire,12,2021-06-29,1.93,258.55,2461,7.99,352,Bus,5,36-45,Family,1940,91,12,Yemen,56375.78,Yes,Yes
10958,Thomas Turner,Role win so old.,Port Shawn,3,2020-11-18,4.67,388.1,3691,3.7,1902,Flight,5,60+,Cultural,1307,206,11,Niger,917220.11,Yes,Yes
10959,Andrew Gamble,Police art stage challenge.,West Elizabethside,4,2024-02-09,4.2,385,4298,8.95,826,Flight,13,60+,Adventure,991,396,24,Latvia,11793.69,No,Yes
10960,Troy Campbell,Thus sure that environment sound.,West Justin,11,2022-10-02,3.15,80.61,2430,1.47,2565,Train,11,26-35,Romantic,212,338,25,China,664613.07,Yes,Yes
10961,Jeffrey Cohen,Clearly notice pretty lay artist democratic sing.,Port Christopherville,18,2023-07-07,3.33,141.83,4104,3.34,585,Car,11,36-45,Luxury,1141,283,10,Colombia,214617.5,No,Yes
10962,Anita Lane,Raise find story there letter exactly.,Michaelland,17,2020-04-28,1.92,150.03,1940,8.24,1026,Bicycle,12,18-25,Budget,1937,295,16,Liechtenstein,227184.55,No,Yes
10963,Traci Patton,Fund young really ten.,West Nicolemouth,7,2024-04-24,1.59,391.39,4718,9.15,925,Car,3,36-45,Cultural,1404,238,19,Christmas Island,399895.95,Yes,Yes
10964,Lisa Gallagher,History foreign standard they.,Hardymouth,16,2023-01-20,4.65,401.34,2537,7.21,2687,Car,5,36-45,Cultural,296,254,5,Falkland Islands (Malvinas),90320.89,No,Yes
10965,Rebecca Schneider,Even send throughout scientist simply eye reason.,Wallaceport,15,2024-09-13,2.03,169.73,3665,2.11,1997,Car,9,46-60,Budget,429,394,9,French Polynesia,141355.83,Yes,Yes
10966,Chelsea Montgomery,Book find agency anyone doctor area.,North Alejandraville,8,2023-03-19,1.31,77.5,2186,4.37,388,Train,10,46-60,Solo,1387,381,28,Fiji,843472.54,No,Yes
10967,Jonathan Taylor,Approach provide five serve structure unit theory employee.,North Douglas,18,2020-01-25,4,244.58,1834,8.83,780,Train,5,26-35,Solo,458,487,25,Cook Islands,933722.17,No,Yes
10968,Dr. Susan Chavez,Food commercial expect thus his skill.,New Melissa,4,2023-04-25,2.83,74.04,710,9.51,1946,Bicycle,9,36-45,Family,55,404,28,Lithuania,818739.68,Yes,Yes
